"ACCELX","ACCELY","ACCELZ","ANALOGINPUT1","ANALOGINPUT2","ANALOGIP1","ANALOGIP2","BACKUPBATTERYVOLTAGE","CELLID","CRANKON","CREATEDTIMESTAMP","DEFLEVEL","DEFQUALITY","DEFTANKCAPACITY","DIGITALINPUTSTATUS","DIGITALIPSTATUS","FUEL","FUELLEVEL1","FUELLEVEL2","GPSACCURACYALT","GPSACCURACYLAT","GPSACCURACYLONG","GPSALT","GPSCOURSEANGLE","GPSDISTANCE","GPSDISTANCEIN","GPSFIX","GPSLAT","GPSLATDIR","GPSLONG","GPSLONGDIR","GPSSIGNALQUALITY","GSMNETWORKTYPE","GYROX","GYROY","GYROZ","HEADERTIMESTAMP","HEADER_PACKET_STATUS","ID","IGNITIONON","LAC","MNC","NMRNEIGHBOURING1CELLID","NMRNEIGHBOURING2CELLID","NMRNEIGHBOURING3CELLID","NMRNEIGHBOURING4CELLID","NOOFFUELTANKS","NOOFSATAVAILABLEFORFIX","NOOFSATFORFIX","ODOMETER","PACKETSTATUS","PRIMARYFUELTANKCAPACITY","RESERVED1","RESERVED2","RESERVED3","SECONDARYFUELTANKCAPACITY","VEHICLEBATTERYVOLTAGE","VEHICLESPEED","VIN"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 16:03:22.616","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 16:03:22.616","0","1311403038","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 16:03:12.623","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 16:03:12.624","0","1311402779","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 16:03:02.612","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 16:03:02.612","0","1311402333","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 16:02:52.612","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 16:02:52.612","0","1311401433","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 16:02:42.616","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 16:02:42.616","0","1311400921","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 16:02:32.604","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 16:02:32.604","0","1311400227","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 16:02:22.604","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 16:02:22.604","0","1311399816","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 16:02:12.602","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 16:02:12.602","0","1311399498","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 16:02:02.602","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 16:02:02.602","0","1311399138","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 16:01:52.6","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 16:01:52.6","0","1311398246","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 16:01:42.592","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 16:01:42.592","0","1311397243","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 16:01:32.588","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 16:01:32.588","0","1311396550","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 16:01:22.584","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 16:01:22.584","0","1311395716","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 16:01:12.584","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 16:01:12.584","0","1311394869","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 16:01:02.58","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 16:01:02.58","0","1311394022","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 16:00:52.584","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 16:00:52.584","0","1311392674","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 16:00:42.576","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 16:00:42.576","0","1311391565","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 16:00:32.58","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 16:00:32.58","0","1311390488","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 16:00:22.574","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 16:00:22.574","0","1311389460","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 16:00:12.576","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 16:00:12.576","0","1311388445","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 16:00:02.573","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 16:00:02.573","0","1311387665","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 15:59:52.576","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 15:59:52.576","0","1311386840","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 15:59:42.572","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 15:59:42.572","0","1311386295","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 15:59:32.572","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 15:59:32.572","0","1311385834","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 15:59:22.571","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 15:59:22.571","0","1311385408","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 15:59:12.57","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 15:59:12.57","0","1311384719","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 15:59:02.57","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 15:59:02.57","0","1311383724","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 15:58:52.569","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 15:58:52.569","0","1311382665","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 15:58:42.569","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 15:58:42.569","0","1311381488","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 15:58:33.55","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 15:58:33.55","0","1311380925","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 15:58:22.568","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 15:58:22.568","0","1311380251","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 15:58:12.568","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 15:58:12.568","0","1311379573","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 15:58:02.565","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 15:58:02.565","0","1311378923","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 15:57:52.564","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 15:57:52.565","0","1311377853","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 15:57:42.568","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 15:57:42.568","0","1311377091","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 15:57:32.58","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 15:57:32.58","0","1311376418","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 15:57:22.563","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 15:57:22.563","0","1311375925","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 15:57:12.563","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 15:57:12.563","0","1311375412","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 15:57:02.563","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 15:57:02.563","0","1311374735","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 15:56:52.564","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 15:56:52.564","0","1311373930","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 15:56:42.564","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 15:56:42.564","0","1311373099","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 15:56:32.562","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 15:56:32.562","0","1311372526","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 15:56:22.561","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 15:56:22.561","0","1311372103","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 15:56:12.561","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 15:56:12.561","0","1311371714","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 15:56:02.561","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 15:56:02.561","0","1311371378","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 15:55:52.56","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 15:55:52.56","0","1311370426","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 15:55:42.56","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 15:55:42.56","0","1311369677","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 15:55:32.562","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 15:55:32.562","0","1311369041","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 15:55:22.552","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 15:55:22.552","0","1311368461","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 15:55:12.548","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 15:55:12.548","0","1311368097","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 15:55:02.548","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 15:55:02.548","0","1311367508","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 15:54:52.544","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 15:54:52.544","0","1311366543","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 15:54:42.541","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 15:54:42.541","0","1311365665","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 15:54:32.54","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 15:54:32.54","0","1311365102","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 15:54:22.54","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 15:54:22.54","0","1311364702","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 15:54:12.539","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 15:54:12.539","0","1311364393","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 15:54:02.539","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 15:54:02.539","0","1311363807","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
"-19.47","-15.59","42.42","","","24700","900","","null","0","2023-05-12 15:53:52.539","","","","","12","","39.1","0.0","9422.87","14935.33","55287.93","6.837724E7","262.0","","47.0","0","127.7766292","null","6.3309712","null","126.0","","-60.36","29.59","10.4","2023-05-12 15:53:52.539","0","1311362783","1","null","","null","null","null","null","1","","13","596564319","72","4419","","","","0","","0.0","CVACCLD0000000045"
"-71.17","16.63","29.75","","","34000","29600","","null","0","2023-05-12 15:53:42.538","","","","","10","","558.1","445.3","50628.85","11354.83","46149.58","1.475726224E9","216.0","","128.0","0","118.3119439","null","93.6608417","null","146.0","","17.52","-4.11","95.24","2023-05-12 15:53:42.538","0","1311362076","0","null","","null","null","null","null","2","","7","787290775","72","4834","","","","4776","","0.0","CVACCLD0000000045"
"-83.04","22.1","-25.74","","","22800","36600","","null","1","2023-05-12 15:53:32.538","","","","","15","","146.4","575.8","49706.75","3711.9","20823.67","6.3411777E7","285.0","","771.0","0","168.1282241","null","4.7433716","null","59.0","","29.69","11.29","-5.97","2023-05-12 15:53:32.538","0","1311361058","0","null","","null","null","null","null","2","","12","442996932","76","687","","","","675","","0.0","CVACCLD0000000045"
"-70.15","-81.78","10.84","","","40800","21500","","null","0","2023-05-12 15:53:22.538","","","","","4","","485.1","23.5","49356.37","42403.27","19904.2","1.904243653E9","239.0","","962.0","0","27.8439292","null","176.4863568","null","48.0","","52.35","97.89","-16.05","2023-05-12 15:53:22.538","0","1311360578","1","null","","null","null","null","null","2","","3","944706088","76","5490","","","","1360","","0.0","CVACCLD0000000045"
"62.35","82.95","-29.64","","","8500","37300","","null","1","2023-05-12 15:53:12.537","","","","","5","","375.0","547.8","28996.25","7445.66","64525.62","2.51081038E8","13.0","","217.0","1","91.1298659","null","90.5783308","null","9.0","","94.11","86.55","-9.28","2023-05-12 15:53:12.537","0","1311360311","0","null","","null","null","null","null","2","","10","647941561","72","5496","","","","1150","","0.0","CVACCLD0000000045"
"-88.94","87.53","-1.05","","","22800","17600","","null","0","2023-05-12 15:53:02.537","","","","","0","","347.7","214.7","2270.46","21584.74","20934.01","5.55262151E8","37.0","","29.0","1","69.6317094","null","121.5013721","null","111.0","","75.89","9.57","8.84","2023-05-12 15:53:02.537","0","1311360086","1","null","","null","null","null","null","2","","1","587738593","76","2570","","","","2595","","0.0","CVACCLD0000000045"
"-7.03","95.34","-78.29","","","21900","12800","","null","1","2023-05-12 15:52:52.536","","","","","13","","274.7","503.2","41766.03","21414.97","51161.79","2.20371929E8","130.0","","151.0","0","34.2573196","null","168.0753461","null","114.0","","-96.16","57.0","86.26","2023-05-12 15:52:52.536","0","1311359290","0","null","","null","null","null","null","2","","7","34938671","76","5195","","","","7002","","0.0","CVACCLD0000000045"
"75.23","-19.75","35.46","","","40900","10800","","null","1","2023-05-12 15:52:42.536","","","","","11","","125.0","632.4","29822.38","63175.46","44424.72","6.61304402E8","164.0","","560.0","1","151.5868931","null","121.2468234","null","80.0","","7.57","76.84","-69.68","2023-05-12 15:52:42.536","0","1311358557","0","null","","null","null","null","null","2","","19","674164071","76","4249","","","","3748","","0.0","CVACCLD0000000045"
"-23.03","34.35","12.25","","","42300","31400","","null","0","2023-05-12 15:52:32.535","","","","","11","","550.2","542.0","30831.43","34114.01","59256.92","4.71405601E8","130.0","","81.0","0","129.1513729","null","2.806326","null","4.0","","-32.11","82.69","-69.29","2023-05-12 15:52:32.535","0","1311357752","0","null","","null","null","null","null","2","","15","967514817","76","5830","","","","2780","","0.0","CVACCLD0000000045"
"30.56","-83.46","51.2","","","19400","3800","","null","1","2023-05-12 15:52:22.532","","","","","12","","421.4","0.0","3811.36","43807.24","48642.17","1.510828803E9","271.0","","251.0","1","3.4136542","null","16.2457904","null","9.0","","41.03","59.31","-49.91","2023-05-12 15:52:22.532","0","1311357018","1","null","","null","null","null","null","1","","7","83286641","72","5930","","","","0","","0.0","CVACCLD0000000045"
